CustomerID,Recency,Frequency,MonetaryValue,R rank_norm,F rank_norm,M rank_norm,RFM_Score,CustomerID_Segment
12570.0,681,1,77.52,2.4,1.28,4.11,300.45,Lost Customers
12571.0,39,34,519.61,67.27,37.73,37.08,4180.35,Lost Customers
12572.0,8,62,1004.72,89.37,54.77,55.05,6011.4,Low Value Customers
12573.0,226,119,717.41,37.2,71.42,45.47,5201.45,Lost Customers
12574.0,315,11,218.45,30.2,13.69,16.63,1778.35,Lost Customers
12575.0,456,38,622.82,15.13,40.81,41.7,3744.75,Lost Customers
12576.0,35,147,2083.87,69.08,76.49,73.85,7392.65,Mid Value Customers
12577.0,34,299,1591.35,69.58,89.31,67.33,7426.15,Mid Value Customers
12578.0,20,181,4572.45,78.99,80.78,88.27,8463.1,High Value Customers
12579.0,72,31,410.72,55.48,35.44,31.37,3620.75,Lost Customers
12580.0,246,58,1052.9,35.54,52.95,56.53,5230.75,Lost Customers
12581.0,39,15,197.71,67.27,18.66,14.93,2390.0,Lost Customers
12582.0,238,103,1980.4,36.27,68.24,72.62,6585.35,Low Value Customers
12583.0,2,451,14344.9,96.7,94.31,97.53,9643.95,Top Customers
12584.0,3,126,1893.95,94.77,72.64,71.52,7534.35,Mid Value Customers
12585.0,233,97,1982.81,36.81,66.86,72.65,6553.7,Low Value Customers
12586.0,16,95,2028.67,82.19,66.26,73.27,7250.5,Mid Value Customers
12587.0,7,4,144.0,90.93,4.97,9.84,2054.25,Lost Customers
12588.0,38,48,938.98,67.8,47.53,53.03,5359.55,Lost Customers
12589.0,28,212,3094.17,73.28,83.64,81.67,8100.25,High Value Customers
12590.0,189,72,9853.48,40.41,58.71,95.73,7632.6,Mid Value Customers
12591.0,316,68,1352.15,30.15,57.05,63.63,5663.4,Lost Customers
12592.0,91,84,1152.62,51.18,62.88,59.19,5909.55,Lost Customers
12593.0,108,21,418.1,48.82,25.91,31.94,3266.3,Lost Customers
12594.0,37,202,5044.51,68.22,82.78,89.41,8424.25,High Value Customers
12595.0,504,19,299.02,12.11,23.5,22.4,2118.65,Lost Customers
12596.0,50,27,618.27,63.17,31.66,41.55,4182.6,Lost Customers
12597.0,18,214,3683.13,80.18,83.79,84.67,8373.25,High Value Customers
12598.0,9,211,4414.67,87.86,83.58,87.65,8646.05,High Value Customers
12599.0,28,133,2296.72,73.28,73.96,76.0,7498.0,Mid Value Customers
12600.0,28,138,4955.79,73.28,74.69,89.16,8243.7,High Value Customers
12601.0,189,35,673.76,40.41,38.64,43.76,4172.15,Lost Customers
12602.0,58,12,153.12,60.19,15.05,10.62,1938.45,Lost Customers
12603.0,21,3,739.2,78.17,4.01,46.21,3834.4,Lost Customers
12604.0,78,16,254.18,53.65,19.82,19.71,2483.4,Lost Customers
12605.0,364,79,1217.95,27.9,61.18,60.72,5593.5,Lost Customers
12606.0,681,1,21.0,2.4,1.28,2.05,187.15,Lost Customers
12607.0,57,202,0.0,60.62,82.78,1.74,3488.4,Lost Customers
12608.0,404,16,415.79,21.41,19.82,31.69,2658.7,Lost Customers
12609.0,77,176,3417.86,54.02,79.98,83.46,7800.0,Mid Value Customers
12610.0,22,111,2057.99,77.15,69.94,73.63,7305.1,Mid Value Customers
12611.0,51,65,1193.32,62.6,55.92,60.16,5925.4,Lost Customers
12612.0,57,21,643.59,60.62,25.91,42.58,4028.5,Lost Customers
12613.0,30,346,6591.52,71.71,91.36,92.53,8905.6,High Value Customers
12614.0,277,20,315.6,32.8,24.71,24.25,2567.05,Lost Customers
12615.0,1,278,5564.88,98.33,88.31,90.47,9100.1,Top Customers
12616.0,84,59,1045.35,52.42,53.37,56.24,5480.6,Lost Customers
12617.0,28,41,355.53,73.28,42.86,27.63,3904.65,Lost Customers
12618.0,21,11,177.31,78.17,13.69,13.19,2308.7,Lost Customers
12619.0,15,105,3354.95,83.2,68.74,83.15,7883.45,Mid Value Customers
12620.0,14,92,1339.41,84.13,65.41,63.43,6712.9,Low Value Customers
12621.0,1,772,24579.31,98.33,97.69,98.87,9843.5,Top Customers
12622.0,231,11,180.1,37.04,13.69,13.5,1708.8,Lost Customers
12623.0,275,176,3639.84,33.04,79.98,84.57,7546.35,Mid Value Customers
12624.0,105,38,641.13,49.49,40.81,42.49,4303.6,Lost Customers
12625.0,211,188,5095.38,38.52,81.54,89.63,7953.65,Mid Value Customers
12626.0,22,307,6388.35,77.15,89.84,92.21,8924.0,High Value Customers
12627.0,10,230,4478.53,86.63,84.98,87.93,8685.0,High Value Customers
12628.0,3,43,769.61,94.77,44.3,47.11,5341.6,Lost Customers
12629.0,385,45,1558.22,24.35,45.72,66.95,5419.1,Lost Customers
12630.0,9,64,1270.88,87.86,55.54,61.92,6389.7,Low Value Customers
12631.0,56,186,3452.27,61.03,81.4,83.76,7964.25,Mid Value Customers
12632.0,520,38,738.88,11.23,40.81,46.2,3933.75,Lost Customers
12633.0,58,313,5595.21,60.19,90.04,90.59,8586.5,High Value Customers
12634.0,535,20,490.0,10.54,24.71,35.56,2855.2,Lost Customers
12635.0,89,179,2930.41,51.43,80.4,80.58,7615.35,Mid Value Customers
12636.0,738,1,141.0,0.03,1.28,9.63,568.5,Lost Customers
12637.0,66,618,8271.66,57.11,96.58,94.31,8941.1,High Value Customers
12638.0,32,48,921.49,70.33,47.53,52.47,5366.7,Lost Customers
12639.0,238,64,1312.37,36.27,55.54,62.91,5670.3,Lost Customers
12640.0,23,53,1174.58,76.28,50.57,59.68,5943.7,Lost Customers
12641.0,114,10,185.9,48.13,12.4,13.87,1856.8,Lost Customers
12642.0,24,47,1013.26,75.49,46.95,55.37,5586.2,Lost Customers
12643.0,127,55,7880.9,46.72,51.64,93.94,7416.7,Mid Value Customers
12644.0,129,123,1815.54,46.47,72.16,70.68,6749.25,Low Value Customers
12645.0,33,163,3499.1,69.88,78.56,83.98,8023.9,High Value Customers
12646.0,4,45,1346.97,93.18,45.72,63.55,6264.55,Low Value Customers
12647.0,21,538,17682.79,78.17,95.78,98.22,9448.05,Top Customers
12648.0,154,66,1097.0,43.97,56.26,57.72,5521.95,Lost Customers
12649.0,106,122,2238.7,49.24,71.97,75.46,7048.0,Mid Value Customers
12650.0,2,20,314.44,96.7,24.71,24.13,3518.95,Lost Customers
12651.0,334,32,365.3,29.05,36.17,28.41,3083.4,Lost Customers
12652.0,321,54,1011.58,29.79,51.2,55.27,5022.7,Lost Customers
12653.0,148,86,4160.83,44.64,63.62,86.59,7340.65,Mid Value Customers
12654.0,10,38,601.98,86.63,40.81,40.73,4763.9,Lost Customers
12655.0,423,16,261.35,18.51,19.82,20.23,1984.9,Lost Customers
12656.0,16,253,6320.78,82.19,86.74,92.02,8896.15,High Value Customers
12657.0,10,56,1152.06,86.63,52.0,59.17,6113.8,Low Value Customers
12658.0,18,36,686.05,80.18,39.46,44.26,4820.8,Lost Customers
12659.0,29,5,91.68,72.46,6.13,4.8,1534.8,Lost Customers
12660.0,10,13,245.1,86.63,16.36,18.95,2832.5,Lost Customers
12661.0,435,11,162.0,16.69,13.69,11.63,1300.7,Lost Customers
12662.0,0,396,6949.17,100.0,93.1,93.02,9409.1,Top Customers
12663.0,624,11,204.0,5.31,13.69,15.31,1332.4,Lost Customers
12664.0,7,46,6052.04,90.93,46.4,91.48,7787.35,Mid Value Customers
12665.0,324,21,301.45,29.58,25.91,22.72,2470.6,Lost Customers
12666.0,358,33,1020.98,28.4,36.94,55.59,4591.65,Lost Customers
12667.0,57,33,620.13,60.62,36.94,41.65,4308.25,Lost Customers
12668.0,6,543,11380.71,91.94,95.82,96.36,9553.5,Top Customers
12669.0,150,102,1607.73,44.4,67.99,67.59,6423.15,Low Value Customers
12670.0,9,117,3750.39,87.86,71.05,85.04,8126.6,High Value Customers
12671.0,605,45,2622.48,6.33,45.72,78.63,5791.2,Lost Customers
12672.0,329,25,410.5,29.35,29.79,31.35,3058.2,Lost Customers
12673.0,4,74,1230.02,93.18,59.61,60.89,6534.95,Low Value Customers
12674.0,11,90,1919.31,85.58,64.84,71.91,7183.95,Mid Value Customers
12675.0,553,114,934.8,9.3,70.52,52.91,5165.15,Lost Customers
12676.0,24,108,2773.09,75.49,69.32,79.5,7584.45,Mid Value Customers
12677.0,554,23,389.3,9.21,27.91,29.96,2623.25,Lost Customers
12678.0,41,381,33851.13,66.6,92.69,99.24,9237.9,Top Customers
12679.0,51,56,1058.67,62.6,52.0,56.75,5620.25,Lost Customers
12680.0,0,53,880.81,100.0,50.57,50.96,5819.9,Lost Customers
12681.0,14,1453,30551.76,84.13,99.53,99.16,9701.65,Top Customers
12682.0,3,992,23945.81,94.77,98.72,98.81,9817.7,Top Customers
12683.0,3,507,12418.6,94.77,95.37,96.89,9611.6,Top Customers
12684.0,7,105,2283.63,90.93,68.74,75.87,7599.0,Mid Value Customers
12685.0,27,157,2863.08,73.91,77.74,80.06,7844.15,Mid Value Customers
12686.0,371,7,178.28,27.18,8.78,13.26,1400.4,Lost Customers
12687.0,480,126,2138.91,13.38,72.64,74.5,6477.4,Low Value Customers
12688.0,113,171,4873.81,48.26,79.57,88.98,8004.9,High Value Customers
12689.0,25,72,1247.61,74.7,58.71,61.21,6248.35,Low Value Customers
12690.0,205,16,389.01,38.93,19.82,29.91,2823.6,Lost Customers
12691.0,27,39,1170.4,73.91,41.56,59.58,5632.35,Lost Customers
12692.0,636,13,110.95,4.63,16.36,6.34,908.95,Lost Customers
12693.0,120,83,1640.42,47.43,62.53,68.19,6337.8,Low Value Customers
12694.0,69,84,1839.45,56.65,62.88,71.02,6642.25,Low Value Customers
12695.0,6,59,1407.12,91.94,53.37,64.52,6528.8,Low Value Customers
12696.0,434,50,801.15,16.83,48.75,48.51,4383.0,Lost Customers
12697.0,20,43,939.02,78.99,44.3,53.05,5431.6,Lost Customers
12698.0,589,16,339.75,7.45,19.82,26.22,2148.45,Lost Customers
12699.0,417,41,638.11,19.47,42.86,42.36,3907.65,Lost Customers
12700.0,7,270,4867.99,90.93,87.83,88.96,8891.65,High Value Customers
12701.0,79,147,2446.41,53.36,76.49,77.16,7338.9,Mid Value Customers
12702.0,19,12,219.0,79.5,15.05,16.68,2561.4,Lost Customers
12703.0,63,84,892.18,58.45,62.88,51.26,5582.45,Lost Customers
12704.0,6,90,2220.84,91.94,64.84,75.29,7465.25,Mid Value Customers
12705.0,14,626,11554.0,84.13,96.72,96.43,9467.2,Top Customers
12706.0,681,1,-91.89,2.4,1.28,0.81,118.95,Lost Customers
12707.0,291,33,603.42,31.78,36.94,40.84,3831.1,Lost Customers
12708.0,29,322,5118.16,72.46,90.48,89.72,8735.9,High Value Customers
12709.0,2,578,30312.61,96.7,96.21,99.12,9788.4,Top Customers
12710.0,96,79,1130.57,50.31,61.18,58.68,5817.45,Lost Customers
12711.0,611,60,1339.05,6.02,53.83,63.41,5192.75,Lost Customers
